sno,Hotel_Name,Room_type,Single_Bed,Double_bed,price
2965,Summer Suite KLCC By Citybox,Deluxe Studio,,double bed,3169
2966,Tropicana The Residence KLCC Serviced Suites,Family Suite,,double bed,4399
2967,KL Premier Suites At Times Square,One-Bedroom Apartment,single bed,double bed,7006
2968,Opus Kuala Lumpur Suite,One-Bedroom Apartment,,double bed,4067
2969,Dream Service Suite at Times square,Deluxe Apartment,single bed,double bed,7059
2970,Grand Suite At Times Square Kuala Lumpur,Studio Apartment,single bed,double bed,3537
2971,Grand Service Apartment @ Times Square,One-Bedroom Apartment,single bed,double bed,3332
2972,lyf Raja Chulan Kuala Lumpur,lyf Style (Thematic Studio) Windowless,single bed,double bed,3853
2973,The Platinum KLCC By Sky Pool,Deluxe Junior Suite,,double bed,3515
2974,Apollo Apartments at Times Square,Superior Apartment,single bed,double bed,4600
2975,Sky Suites KLCC by Luna Suites,Deluxe Two-Bedroom Suite,single bed,double bed,3715
2976,Star Suite At Times Square KL,Studio Apartment,single bed,double bed,4631
2977,Royce Hotel @ KL Sentral,Deluxe Twin,single bed,double bed,2197
2978,Chamber residence by sky pool,Family Studio,,double bed,3848
2979,Times Square Kuala Lumpur by Luna,One-Bedroom Apartment,single bed,double bed,3068
2980,Starlight Suite at Mercu Summer Suite KLCC,Studio with Balcony,single bed,double bed,3138
2981,The Platinum KLCC by Cozy Stay,One-Bedroom Apartment,,double bed,11130
2982,The Platinum 2 Kuala Lumpur by LUMA,Deluxe King Bed Room,,double bed,4087
2983,Sky Suites KLCC By Welt,Two-Bedroom Apartment,,double bed,3821
2984,KL East Apartment At Times Square,One-Bedroom Apartment,single bed,double bed,4124
2985,Axon Kuala Lumpur City Centre KLCC by One39KL,Deluxe Suite,,double bed,4124
2986,Excellent Serviced Suite Kl,Deluxe King Studio,single bed,double bed,5193
2987,Ceria Hotel,Standard Double Room,single bed,double bed,1732
2988,Hilton Garden Inn Kuala Lumpur - South,Queen Room,single bed,double bed,2815
2989,Bunga Suite at Times Square,Deluxe Suite,single bed,double bed,7077
2990,Opus Residences Kuala Lumpur by Luna,One-Bedroom Suite with Merdeka Tower View,,double bed,3553
2991,CL 95B Modern studio Infinity Pool KLCC View,Studio Apartment,,double bed,2372
2992,Platinum Service Suite KLCC By Citybox,Deluxe King Studio,,double bed,5560
2993,INNSiDE by Meliá Kuala Lumpur,The Innside Room,single bed,double bed,3715
2994,Ceylonz Suites by MyKey Global,Designer Queen Studio,single bed,double bed,4204
2995,Star Serviced Suite KLCC,Superior Suite,single bed,double bed,4047
2996,The Platinum KLCC by Veedu Hauz,Deluxe One Bedroom Apartment,single bed,double bed,3920
2997,Axon Suites Klcc,Budget Double Room,,double bed,5400
2998,ASTRA @ 8 Kia Peng Suites,Deluxe Apartment,single bed,double bed,3869
2999,Vortex KLCC Apartments,Two-Bedroom Apartment with Two Bathrooms,,double bed,3687
3000,Societe Suites Kuala Lumpur,Deluxe King Studio,single bed,double bed,3564
3001,Ceylonz Starlight Suites Bukit Bintang,Designer Queen Studio,single bed,double bed,4204
3002,Times Square Private Service Suite At KL,Standard Double Suite,single bed,double bed,2388
3003,Empire Suite At Times Square Kuala Lumpur,Superior Apartment,single bed,double bed,2919
3004,Apartment at Times Square KL,Studio Apartment,single bed,double bed,3503
3005,Axon Residence Bukit Bintang by Luna,One-Bedroom Apartment,,double bed,5294
3006,Worldview Grand Hotel,Deluxe Family Room,single bed,double bed,1282
3007,Eaton Residence KLCC,One-Bedroom Apartment,,double bed,9554
3008,City Apartment Times Square Kuala Lumpur,Deluxe Apartment,single bed,double bed,3928
3009,Hotel MSP,Queen Room,single bed,double bed,2050
3010,Capital O 90841 New One Enigma Hotel,Standard Double Room,single bed,double bed,1278
3011,Happy Stay Apartment At Times Square,Deluxe Queen Studio,single bed,double bed,3304
3012,Grand Suite At Times Square KL,Superior Apartment,single bed,double bed,4598
3013,Residence Suite At Times Square KL,Studio,single bed,double bed,2357
3014,Bintang Lux B&B Suites Times Square Kl,Deluxe Apartment,single bed,double bed,3967
3015,Axon Serviced Suite KL,Deluxe King Room,single bed,double bed,7068
3016,KL Center Apartment at Times Square,Deluxe King Suite,single bed,double bed,6192
3017,SKY KL suite at time square,Studio,single bed,double bed,2691
3018,Summer Service Suite Klcc By CityBox,Deluxe Double Room,,double bed,4405
3019,Sentral Suites KualaLumpur,Deluxe King Studio,single bed,double bed,5628
3020,Like Home Star KLCC,One-Bedroom Apartment,single bed,double bed,5732
3021,Platinum Suite KLCC By CityBox,Deluxe Suite,,double bed,6353
3022,JW Marriott Kuala Lumpur,Superior King Room,single bed,double bed,8321
3023,ECO HOTEL at BB,Standard Double Room,single bed,double bed,1543
3024,Chambers Suites KL,Studio with Balcony,,double bed,4049
3025,Vortex Suites KLCC Kuala Lumpur,Deluxe Two-Bedroom Suite,single bed,double bed,3928
3026,Tropicana Residence Klcc @ Roof Top Swimming Pool,One-Bedroom Apartment,,double bed,5888
3027,Summer suites near klcc,One-Bedroom Apartment,,double bed,3848
3028,Expressionz KLCC by Wodages,Deluxe King Studio Apartment,single bed,double bed,2675
3029,Flixses Suites at Platinum KLCC,One-Bedroom Apartment,single bed,double bed,5254
3030,Chambers Suites KLCC By Sky pool,Deluxe Queen Studio,single bed,double bed,3221
3031,ECO HOTEL at BUKIT BINTANG,Standard Double or Twin Room,single bed,double bed,2017
3032,Hotel Dlima Inn Bukit,Standard Double Room,single bed,double bed,2211
3033,KL Times Square Apartment,Standard Apartment,single bed,double bed,2693
3034,Alamin Hotel,Standard Double Room with Fan,single bed,double bed,924
3035,Millerz Square by A Plus Stay,One-Bedroom Apartment,single bed,double bed,3583
3036,KLCC Suites at Platinum,Superior King Suite,single bed,double bed,5146
3037,Neu suite KL City center,One-Bedroom Apartment,,double bed,1417
3038,BBS Suites At Times Square KL,Deluxe King Studio,single bed,double bed,3890
3039,Homestay Serviced Suites at Platinum KLCC,One-Bedroom Apartment,,double bed,5146
3040,The Axon Bukit Bintang By SKYSCRAPER,One-Bedroom Apartment,,double bed,9538
3041,Hilton Garden Inn Kuala Lumpur - North,Queen Room,single bed,double bed,3008
3042,Kuala Lumpur Suite At times Square,Deluxe Studio,single bed,double bed,4500
3043,Residen Apartment Berjaya Times Square,One-Bedroom Suite,single bed,double bed,3855
3044,Town Place Apartment at Times Square,One-Bedroom Apartment,single bed,double bed,3521
3045,UNIQUE SUITE AT TIMES SQUARE KL,Studio Apartment,single bed,double bed,2850
3046,Eaton KLCC Suites By Elite,One-Bedroom Apartment,,double bed,5732
3047,KL Rosemary Apartment at Times Square,One-Bedroom Apartment,single bed,double bed,3280
3048,The platinum klcc by Infinity pool,One-Bedroom Apartment,single bed,double bed,4094
3049,ibis Kuala Lumpur City Centre,Standard Queen Room,single bed,double bed,4188
3050,"The Elements service apartment, Jalan Ampang",Double Room with Shared Bathroom,,double bed,2402
3051,Marmaid Suite At Barjaya Time Square KL,Deluxe King Suite,single bed,double bed,3981
3052,The Platinum 2 Kuala Lumpur by HOLMA,Deluxe Twin Room,,double bed,9244
3053,Komune Living,Thinker Studio Two,single bed,double bed,2704
3054,Platinum Suites Top 51,Family Double Room,,double bed,3052
3055,The Tropicana KLCC By Sky pool,One-Bedroom Apartment,,double bed,4856
3056,Star Sky Pool KLCC,One-Bedroom Suite,single bed,double bed,3934
3057,Star Luxury Suites KLCC,Superior Suite with View,single bed,double bed,4414
3058,Best Apartment at Times Square,Premier Superior Apartment,single bed,double bed,2075
3059,City Central Hotel,Deluxe Queen Room : Sky Garden / Gym / Hassle Free Check-in / Free Wifi,single bed,double bed,1868
3060,AC Hotel by Marriott Kuala Lumpur,Prime Deluxe King Room with Sofa Bed,single bed,double bed,3894
3061,"Crystal Suites at Eaton, KLCC",One-Bedroom Apartment,,double bed,7379
3062,HOTEL SERVICE SUITES at TIMES SQUARE,One-Bedroom Apartment,single bed,double bed,3167
3063,The Platinum KlCC By Crystal,Three-Bedroom Apartment,,double bed,23872
3064,CITI HOTEL @ KL SENTRAL,Deluxe Queen Room,single bed,double bed,1751
3065,Tropicana The Residence By Klcc,Suite with City View,,double bed,6560
3066,Yemala Suites @ Platinum KLCC,One-Bedroom Apartment,single bed,double bed,5732
3067,Platinum Suites by MoonOrchid,Superior Apartment,,double bed,4180
3068,NICE Apartment At Times Square,Studio Apartment,single bed,double bed,10031
3069,Yemala Suites @ Vortex KLCC,One-Bedroom Apartment,,double bed,6180
3070,M Resort & Hotel Kuala Lumpur,Standard Block View King,single bed,double bed,6422
3071,Comfort Service Apartment at Times Square KL,Studio Apartment (With Late Check Out),single bed,double bed,2691
3072,KLCC Sky Villa Suites Platinum,One-Bedroom Villa,,double bed,5294
3073,The PLATINUM 2 KLCC BY LOVELY HOUSE,One-Bedroom Apartment,,double bed,3782
3074,Arte by Thomas Chan,Louis VIII,single bed,double bed,7858
3075,Better Residence Suite at Times Square KL,Standard Suite,single bed,double bed,2636
3076,De Luna Hotel Sri Petaling,Superior Queen Room,single bed,double bed,2078
3077,Ts service suites at Times Square,One-Bedroom Apartment,single bed,double bed,5290
3078,sky suite klcc,Superior Apartment,,double bed,2054
3079,Eastern Suites @ Times Square KL,Junior King Suite,single bed,double bed,3856
3080,Star KLCC by AR Hosp,One-Bedroom Suite,,double bed,4769
3081,Luxe Suite by KLCC,Standard Studio,,double bed,5484
3082,U Pac Hotel,Standard Double Room,single bed,double bed,1548
3083,Arte Mont Kiara Luxury Suite,One-Bedroom Apartment,single bed,double bed,2282
3084,Chill Suites Kuala Lumpur,Queen Room,single bed,double bed,2993
3085,"The Majestic Hotel Kuala Lumpur, Autograph Collection",Deluxe King Room,single bed,double bed,7765
3086,100 100 Service Suite@Times Square,One-Bedroom Apartment,single bed,double bed,2218
3087,Days Hotel & Suites by Wyndham Fraser Business Park KL,Superior King Room - Non-Smoking,single bed,double bed,2618
3088,Continental Service suite at Times Square,Standard Suite,single bed,double bed,7961
3089,KL TIMES SQUARE SERVICE RESIDENCIES,One-Bedroom Apartment,single bed,double bed,5254
3090,"InterContinental Kuala Lumpur, an IHG Hotel",Classic Room,single bed,double bed,9554
3091,Sleeping Lion Suites,Small Double Room,single bed,double bed,3423
3092,Akar Hotel Jalan TAR,Budget Double Room,single bed,double bed,1669
3093,Easy Hotel KL Sentral,Deluxe Queen Room : Hassle Free Check-in / Free Wifi / Hourly Sanitization of Common Area / Gym & Rooftop Sky Garden Access,single bed,double bed,2654
3094,ORKID Hills at Pudu,Standard Double Room,single bed,double bed,3361
3095,Eastern Suites at Platinum KLCC,Executive One-Bedroom Suite,,double bed,5146
3096,Eaton Residences KLCC by Luna,Superior One-Bedroom Suite,single bed,double bed,9460
3097,KL Seasons Apartment at Times Square,King Studio,single bed,double bed,5750
3098,Regalia Residence @ KLCC View Sky Pool by MC,Deluxe Studio,single bed,double bed,1769
3099,KLCC Ritz Residence Platinum,Standard Villa,,double bed,5294
3100,OYO 161 Lodge Paradize Hotel,Economy Double Room,single bed,double bed,1594
3101,Axon Apartment Bukit Bintang,One-Bedroom Apartment,single bed,double bed,4582
3102,VE Hotel & Residence,Deluxe Zipper Room,single bed,double bed,4355
3103,Luxe Suites at Vortex KLCC,One-Bedroom Apartment,,double bed,10748
3104,Chinatown Hostel by Mingle,Bed in 10-Bed Mixed Dormitory Room,single bed,double bed,1327
3105,Star Sky Park KLCC,One-Bedroom Suite,single bed,double bed,4371
3106,EkoCheras Residences by White Forest Suites,Duplex Suite,,double bed,2300
3107,La Platinum KLCC,One-Bedroom Apartment,,double bed,4777
3108,LUCENTIA EXPRESS MILLENNIUM SUITE,One-Bedroom Apartment,,double bed,21230
3109,EST Bangsar KL Sentral by Greater Stay,Queen Suite,single bed,double bed,3892
3110,MoMo's Kuala Lumpur,Bunkies,single bed,double bed,1947
3111,Ceylonz Suites KL City by One39KL,Deluxe Studio,,double bed,4283
3112,ASTRA @ Axon Bukit Bintang KL,Deluxe Suite,,double bed,4765
3113,EATON RESIDENCE AT KLCC,One-Bedroom Apartment,single bed,double bed,7927
3114,citizenM Kuala Lumpur Bukit Bintang,King Room,,double bed,5023
3115,Metrostar Hotel Kuala Lumpur,Superior King Room,single bed,double bed,2548
3116,Best Apartment At Taragon,One-Bedroom Apartment,,double bed,3328
3117,SCC Hotel,Standard Queen Room,single bed,double bed,983
3118,KL City Apartment at Berjaya Times Square,Studio,single bed,double bed,3981
3119,Happy Suite at Platinum KLCC,One-Bedroom Apartment,,double bed,5035
3120,Aloft Kuala Lumpur Sentral,"1 King Bed, Room",single bed,double bed,6546
3121,Mercu Summer Suite KLCC by Kuminshu,Deluxe Studio,,double bed,3185
3122,2BR Cozy Family Suite Taragon Puteri Bintang,Two-Bedroom Apartment,,double bed,3805
3123,Kuala Lampur Residence at times Square,Deluxe Suite,single bed,double bed,7431
3124,Ascott Star KLCC,Studio Executive,single bed,double bed,11500
3125,Double M Hotel @ Kl Sentral,Superior Double Room,single bed,double bed,1547
3126,Worldview Grand Hotel,Deluxe Double Room with View,single bed,double bed,2150
3127,Platinum KLCC By Loversuites,One-Bedroom Apartment,single bed,double bed,6192
3128,Queens Service Suites at Platinum KLCC,Premium Two-Bedroom Suite,,double bed,4568
3129,"Santa Grand Classic Kuala Lumpur, Chinatown",Superior Queen Room,single bed,double bed,2817
3130,Ceylonz Suites KL City by One39KL,Deluxe Studio,,double bed,4283
3131,Arte Plus KLCC Designer Suites by Cobnb,Deluxe Studio,single bed,double bed,1950
3132,Publika B4 Solaris Dutamas by BlackSand,Studio,single bed,double bed,2388
3133,Hotel Venice,Deluxe Studio,single bed,double bed,1557
3134,Platinum Service Suites KLCC,Deluxe Superior Suite,,double bed,4568
3135,RM201 Bukit Bintang 2 Bedroom Balcony CIty View,Two-Bedroom Apartment,,double bed,3790
3136,Opus Residences Kuala Lumpur 118 Tower,Superior Studio,single bed,double bed,4063
3137,DoubleTree By Hilton Kuala Lumpur,Deluxe Twin Room,single bed,double bed,6281
3138,Mars Hotel,Superior Twin Room,single bed,double bed,2088
3139,KL TARAGON SERVICE APARTMENT BY JAMES,One-Bedroom Apartment,,double bed,5661
3140,Four Star Service Suite at Times Square,Superior Apartment,single bed,double bed,7961
3141,KL Opus Residence,One-Bedroom Apartment,,double bed,8846
3142,Opus Residence Merdeka,King Studio,,double bed,7961
3143,Golden Dream Service Suite at Times Square,Superior Apartment,single bed,double bed,6369
3144,The Platinum 2 KLCC Premium Suite by Reluxe Kuala Lumpur,Two-Bedroom Apartment,single bed,double bed,10350
3145,Novotel Kuala Lumpur City Centre,Deluxe King Room,single bed,double bed,5732
3146,Euro Life Hotel @ KL Sentral,Deluxe Queen Room,single bed,double bed,1296
3147,"Holiday Inn Express Kuala Lumpur City Centre, an IHG Hotel",Standard Double or Twin Room,single bed,double bed,3715
3148,Palace Hotel,Twin Room,single bed,double bed,2436
3149,Service Residence At Times Square,Deluxe Apartment,single bed,double bed,5290
3150,Uptown Chinatown,Superior Double Room,single bed,double bed,1751
3151,Soho Suites KLCC by Blessed Home,Two-Bedroom Apartment,,double bed,3857
3152,Scarletz Suites by Five senses,Deluxe Studio,,double bed,4379
3153,The Platinum Suites Kuala Lumpur by B&B,Deluxe Studio,,double bed,5294
3154,WP Hotel,Superior Twin Room,single bed,double bed,2477
3155,Chambers Kuala Lumpur by Five Senses,Signature Studio,,double bed,3153
3156,Perdana Kuala Lumpur City Centre,Studio Room Queen (2 pax breakfast included),single bed,double bed,5219
3157,Opus Residences Merdeka Tower KL,One-Bedroom Suite with Merdeka Tower View,,double bed,3790
3158,The Platinum KLCC By Home Stay,One-Bedroom Apartment,single bed,double bed,6192
3159,Platinum KLCC by SS Residence,Two-Bedroom Apartment,,double bed,6926
3160,Sky Suites KLCC by LUNA,Deluxe Two-Bedroom Suite (High Floor),,double bed,4872
3161,Bintang Apartment Times Square KL,Studio Apartment,single bed,double bed,3200
3162,Platinum Service Suites Kuala Lumpur KLCC,Deluxe Superior Suite,single bed,double bed,5684
3163,Welcome Service Suite At Times Square,Studio Apartment,single bed,double bed,42460
3164,KL Bintang Suites @ Times Square,Premier Studio Suite,single bed,double bed,4173
3165,Hotel Westree KL Sentral,Deluxe Queen Room,single bed,double bed,1946
3166,"Park View KLCC ,by DeLive Home",One-Bedroom Apartment,,double bed,2081
3167,KL Service Suites at Times Square KL,Standard Apartment,single bed,double bed,3832
3168,A&R Boutique Hotel,Standard Queen Room,single bed,double bed,2368
3169,Millerz Square by Five Senses,Queen Studio,single bed,double bed,3783
3170,Xpeed Holiday Hotel,Standard Double Room,single bed,double bed,1845
3171,Ceylonz KLCC by Mana-Mana,Muji Zen Queen room,single bed,double bed,2931
3172,Revo Homestay Kuala Lumpur Bukit Jalil,Queen Studio,single bed,double bed,2123
3173,Regalia Upper View Hotel,Superior Twin Room (No Window),single bed,double bed,2018
3174,Vortex suites KLCC BY Cozy Stay,Two-Bedroom Apartment,,double bed,4113
3175,Expressionz Professional Suites by MyKey Global,Deluxe Studio,single bed,double bed,3344
